disease,disease_num,system,system_num,medcodeid,descr,istest
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394329015,Endarterectomy of iliac artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,455901014,Percutaneous transluminal insertion of iliac artery stent,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639561000006111,Emerg bypass pop art by pop/tib art anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530111000006119,Bypass femoral artery by fem/peron a anast c prosthesis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639461000006110,Emerg bypass femoral artery by fem/fem art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394328011,Iliac endarterectomy and patch,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410977011,Reconstruction of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410976019,Reconstruction of common femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394340011,Reconstruction of femoral artery or popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272003016,Other bypass of femoral artery or popliteal artery NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,36061000006118,Other bypass of femoral artery or popliteal artery OS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,668741000006116,Femoro-femoral prosthetic cross over graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530791000006113,Bypass popliteal artery by pop/fem artery anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530171000006111,Bypass femoral artery by femoral/femoral art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530781000006110,Bypass popliteal art by pop/peron art anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530121000006110,Bypass femoral artery by fem/peron a anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530841000006111,Bypass popliteal artery by pop/tib a anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530161000006116,Bypass femoral artery by fem/tib art anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639541000006112,Emerg bypass pop art by pop/peron art anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530831000006118,Bypass popliteal artery by pop/tib a anast c prosthesis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530821000006116,Bypass popliteal artery by pop/pop a anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530141000006115,Bypass femoral artery by fem/pop art anast c vein graft NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530811000006112,Bypass popliteal artery by pop/pop a anast c prosthesis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530131000006113,Bypass femoral artery by fem/pop art anast c prosthesis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349661010,Other bypass of superficial femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349662015,Other bypass of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349663013,Other bypass of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349665018,Other bypass of common femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349666017,Other bypass of femoral or popliteal artery by anastomosis,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394339014,Other bypass of femoral artery or popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,31351000006112,Other emergency bypass of femoral or popliteal artery NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,31361000006114,Other emergency bypass of femoral or popliteal artery OS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639601000006111,Emerg bypass popliteal artery by pop/fem art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530151000006118,Bypass femoral artery by fem/tib art anast c prosthesis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410964019,Endarterectomy and patch repair of common iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,908411000006114,[RFC] Leg ulcer of mixed aetiology,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,349652010,Reconstruction of common iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,84411000006111,type 1 diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,12729241000006119,peripheral vascular disease nos,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,12733151000006114,peripheral arterial embolism and thrombosis nos,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,12485441000006119,niddm with peripheral circulatory disorder,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1699111000006110,ischaemic foot,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,913921000006119,insulin dependent diab mell with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,910511000006111,[RFC] Post leg ulcer care,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,906771000006113,[RFC] Peripheral vascular disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,908891000006119,[RFC] Leg ulcer - venous,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,908911000006117,[RFC] Leg ulcer - both arterial & venous,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,908901000006115,[RFC] Leg ulcer - arterial,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,909541000006117,[RFC] Leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,906671000006115,[RFC] Leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,459306016,type ii diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,910491000006117,[RFC] Diabetic leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,989231000006113,Varicose ulcer of leg,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,884771000006113,Varicose ulcer of leg,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1776781000006112,Reason for referral: Leg Ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1696211000006112,Peripheral vascular disease monitoring administration,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1696201000006114,Peripheral vascular disease annual review,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,884621000006116,Peripheral vasc. disease NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,884611000006112,Peripheral vasc. disease NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,900131000006111,Periph. vasc. complications,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,5126401000006115,Mixed arteriovenous leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,931941000006116,Leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1997621000006116,Dressing of leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,931881000006115,Angioplasty of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410974016,Reconstruction of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,906711000006116,[RFC] Diabetic foot/leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,450665015,Ischaemic toe,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639341000006115,Emerg aortic bypass by anastomosis axillary to femoral art,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530051000006117,Bypass aorta by anastomosis axillary to femoral artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394326010,Reconstruction of iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271868010,Other bypass of iliac artery NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271867017,Other specified other bypass of iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,785611000006113,Ilio-femoral prosthetic cross over graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530231000006119,Bypass leg artery by aorta/deep femoral art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530221000006117,Bypass leg artery by aorta/com femoral art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530091000006111,Bypass common iliac artery by aorta/com iliac art anast NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639521000006117,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639391000006112,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,668731000006114,Femoro-femoral prosthetic cross over graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530191000006112,Bypass iliac artery by femoral/femoral art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,640081000006119,Emergency femoro-femoral prosthetic cross over graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639491000006119,Emerg bypass iliac artery by femoral/femoral art anast NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530201000006110,Bypass iliac artery by iliac/femoral artery anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639471000006115,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394323019,Other bypass of iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271509013,Open embolectomy of bifurcation of aorta,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271445013,Other bypass of bifurcation of aorta NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271444012,Other specified other bypass of bifurcation of aorta,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410962015,Dacron aortoiliac Y graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,488631000006116,Aorto biiliac graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530071000006110,Bypass bifurcation aorta by anastom aorta to iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410961010,Dacron aortofemoral Y graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,224121000000118,Aorto bifemoral graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,530061000006115,Bypass bifurc aorta by anastom aorta to femoral artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,639371000006111,Emerg bypass bifurc aorta by anast aorta to femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271431019,Other bypass of bifurcation of aorta,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,271416011,Axillo-unifemoral PTFE bypass graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,501011000006118,Axillo-bifemoral bypass graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,641691000006118,Endarterectomy and patch repair of iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,411078012,Reconstruction of superficial femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,641681000006116,Endarterectomy and patch repair of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300553018,Embolism and/or thrombosis of the common iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,503681010,Nothnagel's vasomotor acroparaesthesia,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,454891000006117,Acroparaesthesia - Nothnagel's type,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,454901000006118,Acroparaesthesia - Schultze's type,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,41903014,Acrocyanosis,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300511019,Peripheral angiopathic disease EC NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,302011,Diabetic peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300510018,Other specified peripheral vascular disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,443199013,Ischaemic foot,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300506016,Gangrene of foot,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300505017,Gangrene of toe,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300504018,Peripheral gangrene,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300503012,Thromboangiitis obliterans NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,87210015,Buerger's disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,87208017,Thromboangiitis obliterans,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,350533013,Peripheral ischaemia,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,742481000006118,Ischaemia of legs,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,350535018,Peripheral ischaemic vascular disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,395791015,Other peripheral vascular disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300434013,Extremity artery atheroma NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300433019,Extremity artery atheroma,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,223991000000116,Aorto-iliac disease,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300512014,Acroparaesthesia - unspecified,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,124092018,Erythrocyanosis,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,61977017,Erythromelalgia,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300514010,Other specified peripheral vascular disease NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300554012,Embolism and/or thrombosis of the internal iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300547018,Embolism and thrombosis of a leg artery NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1222508013,[D]Peripheral circulatory failure,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,317351012,[D]Failure of peripheral circulation,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,317348017,[D]Widespread diabetic foot gangrene,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,317347010,[D]Gangrene of toe in diabetic,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,357893018,Mixed venous and arterial leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,357894012,Arterial leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,309177010,Ischaemic ulcer diabetic foot,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,357895013,Ischaemic leg ulcer,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,459308015,Type 2 diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300963017,[X]Other specified peripheral vascular diseases,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300555013,Embolism and/or thrombosis of the external iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300542012,Embolism and thrombosis of the dorsalis pedis artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300541017,Embolism and thrombosis of the anterior tibial artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300540016,Embolism and thrombosis of the popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300539018,Embolism and thrombosis of the femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,350564010,Aortoiliac obstruction,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300515011,Peripheral vascular disease NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,411512011,Claudication,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,105536013,Intermittent claudication,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,235911000006116,Peripheral vascular disease NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300556014,Embolism and thrombosis of the iliac artery unspecified,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,913931000006116,Type 1 diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,300550015,Peripheral arterial embolism and thrombosis NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,84961000006116,Type II diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272035016,Open embolectomy popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272033011,Open femoral embolectomy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272032018,Open thrombectomy of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272031013,Open embolectomy of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272030014,Repair of popliteal artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272029016,Repair of femoral artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410978018,Other open operations on superficial femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410979014,Other open operations on popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,410981011,Other open operations on common femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,394341010,Other open operations on femoral artery or popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272022013,Reconstruction of femoral or popliteal artery NOS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,187331000006112,Reconstruction of femoral or popliteal artery OS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272020017,Reconstruction of popliteal artery with vein graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272019011,Reconstruction of femoral artery with vein graft,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272018015,Profundoplasty of popliteal artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272017013,Profundoplasty of femoral artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,201771000006117,Profundoplasty femoral artery & patch repair deep fem artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272014018,Endarterectomy of popliteal artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,641701000006118,Endarterectomy and patch repair of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272013012,Endarterectomy of femoral artery NEC,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,84591000006119,Type 2 diabetes mellitus with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272034017,Open thrombectomy of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272041011,Repair of femoral artery with temporary silastic shunt,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,201761000006112,Profundoplasty and patch repair of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,24571000006113,Other open operation on femoral or popliteal artery OS,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,280561000006111,Non-insulin-dependent d m with peripheral angiopath,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272042016,Repair of popliteal artery with temporary silastic shunt,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,772141000006118,Insulin dependent diab mell with peripheral angiopathy,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,292523015,Diabetes mellitus NOS with peripheral circulatory disorder,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,787101000006114,IDDM with peripheral circulatory disorder,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,616581000006115,"Diabetes mellitus, adult, + peripheral circulatory disorder",no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,616591000006117,"Diabetes mellitus, juvenile +peripheral circulatory disorder",no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,616441000006113,Diabetes mellitus with peripheral circulatory disorder,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,286570019,Gas gangrene-foot,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272078014,Revision of reconstruction of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272077016,Revision of reconstruction involving femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,674961000006118,NIDDM with peripheral circulatory disorder,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272075012,Revision of reconstruction involving aorta,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272052017,Percutaneous transluminal angioplasty of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272076013,Revision of reconstruction involving iliac artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272055015,Percutaneous transluminal embolectomy of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272059014,Percutaneous transluminal embolisation of femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272056019,Percutaneous transluminal embolectomy of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272061017,Percutaneous transluminal embolisation of popliteal artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,238621000006112,Percut translum thrombolysis femoral graft streptokinase,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,1548341000006118,Percutaneous transluminal insertion of stent femoral artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,272074011,Revision of reconstruction of artery,no
Peripheral Vascular Disease,115,Diseases of the Circulatory System,2,239491000006117,Percutaneous transluminal angioplasty of popliteal artery,no
Personality disorders,117,Mental Health Disorders,11,389441000006113,[X]Hysterical personality disorder,no
Personality disorders,117,Mental Health Disorders,11,379701000006110,[X]Emotionally unstable personality disorder,no
Personality disorders,117,Mental Health Disorders,11,388871000006111,[X]Histrionic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,380611000006117,[X]Explosive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,367941000006111,[X]Borderline personality disorder,no
Personality disorders,117,Mental Health Disorders,11,362851000006118,[X]Aggressive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,424161000006118,[X]Psychoinfantile personality disorder,no
Personality disorders,117,Mental Health Disorders,11,363561000006112,[X]Antisocial personality disorder,no
Personality disorders,117,Mental Health Disorders,11,424211000006110,[X]Psychopathic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,363921000006112,[X]Asocial personality disorder,no
Personality disorders,117,Mental Health Disorders,11,363081000006112,[X]Amoral personality disorder,no
Personality disorders,117,Mental Health Disorders,11,378071000006112,[X]Dissocial personality disorder,no
Personality disorders,117,Mental Health Disorders,11,425591000006118,[X]Schizoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,425911000006118,[X]Sensitive paranoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,363221000006116,[X]Anankastic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,418201000006111,[X]Paranoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,427091000006119,[X]Sociopathic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,371341000006110,[X]Compulsive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,388391000006117,[X]Haltlose type personality disorder,no
Personality disorders,117,Mental Health Disorders,11,400351000006116,[X]Obsessive-compulsive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,296460017,[X]Specific personality disorders,no
Personality disorders,117,Mental Health Disorders,11,296489015,[X]Mixed and other personality disorders,no
Personality disorders,117,Mental Health Disorders,11,418571000006119,[X]Pathological personality NOS,no
Personality disorders,117,Mental Health Disorders,11,1222259010,[X]Character neurosis NOS,no
Personality disorders,117,Mental Health Disorders,11,296488011,"[X]Personality disorder, unspecified",no
Personality disorders,117,Mental Health Disorders,11,424201000006112,[X]Psychoneurotic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,399451000006114,[X]Narcissistic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,400311000006117,[X]Obsessional personality disorder,no
Personality disorders,117,Mental Health Disorders,11,389491000006116,[X]Immature personality disorder,no
Personality disorders,117,Mental Health Disorders,11,401898014,[X]Other specific personality disorders,no
Personality disorders,117,Mental Health Disorders,11,425841000006112,[X]Self defeating personality disorder,no
Personality disorders,117,Mental Health Disorders,11,418531000006117,[X]Passive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,389581000006115,[X]Inadequate personality disorder,no
Personality disorders,117,Mental Health Disorders,11,366421000006114,[X]Asthenic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,376671000006117,[X]Dependent personality disorder,no
Personality disorders,117,Mental Health Disorders,11,363691000006117,[X]Anxious [avoidant] personality disorder,no
Personality disorders,117,Mental Health Disorders,11,379511000006118,[X]Eccentric personality disorder,no
Personality disorders,117,Mental Health Disorders,11,295568017,Isolated explosive disorder,no
Personality disorders,117,Mental Health Disorders,11,2160091013,[X]Addictive personality,no
Personality disorders,117,Mental Health Disorders,11,401787018,Personality disorder NOS,no
Personality disorders,117,Mental Health Disorders,11,787571000006113,Hysterical personality disorders,no
Personality disorders,117,Mental Health Disorders,11,824751000006111,Histrionic personality disorders,no
Personality disorders,117,Mental Health Disorders,11,295063015,Compulsive personality disorder NOS,no
Personality disorders,117,Mental Health Disorders,11,475487017,Obsessional personality,no
Personality disorders,117,Mental Health Disorders,11,481481000006110,Anankastic personality,no
Personality disorders,117,Mental Health Disorders,11,481471000006112,Anancastic personality,no
Personality disorders,117,Mental Health Disorders,11,577931000006110,Compulsive personality disorders,no
Personality disorders,117,Mental Health Disorders,11,195991000006117,Quarrelsome personality,no
Personality disorders,117,Mental Health Disorders,11,474121000006111,Aggressive personality,no
Personality disorders,117,Mental Health Disorders,11,347011014,Explosive personality disorder,no
Personality disorders,117,Mental Health Disorders,11,295052018,Schizoid personality disorder NOS,no
Personality disorders,117,Mental Health Disorders,11,155281000006119,Schizotypal personality,no
Personality disorders,117,Mental Health Disorders,11,746351000006118,Introverted personality,no
Personality disorders,117,Mental Health Disorders,11,295049014,Unspecified schizoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,88108012,Schizoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,23211011,Paranoid personality disorder,no
Personality disorders,117,Mental Health Disorders,11,675911000006115,Neurotic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,199821000006114,Psychopathic personality,no
Personality disorders,117,Mental Health Disorders,11,230091000006118,Personality disorders,no
Personality disorders,117,Mental Health Disorders,11,295064014,Unspecified histrionic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,640481000006113,Emotionally unstable personality,no
Personality disorders,117,Mental Health Disorders,11,424331000006112,[X]Querulant personality disorder,no
Personality disorders,117,Mental Health Disorders,11,295067019,Histrionic personality disorder NOS,no
Personality disorders,117,Mental Health Disorders,11,401786010,Other personality disorder NOS,no
Personality disorders,117,Mental Health Disorders,11,453182018,Manipulative personality,no
Personality disorders,117,Mental Health Disorders,11,675901000006118,Neurotic personality,no
Personality disorders,117,Mental Health Disorders,11,401785014,Psychoneurotic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,295081017,Masochistic personality disorder,no
Personality disorders,117,Mental Health Disorders,11,295080016,Immature personality disorder,no
